,Algorithm,Run,Step,vehicle,x,y
384,DRL,0,96,0,33,14
385,DRL,0,96,1,30,19
386,DRL,0,96,2,31,18
387,DRL,0,96,3,32,16
388,DRL,0,97,0,34,15
389,DRL,0,97,1,31,20
390,DRL,0,97,2,32,19
391,DRL,0,97,3,33,17
392,DRL,0,98,0,35,16
393,DRL,0,98,1,32,21
394,DRL,0,98,2,33,20
395,DRL,0,98,3,34,18
396,DRL,0,99,0,36,17
397,DRL,0,99,1,33,22
398,DRL,0,99,2,34,21
399,DRL,0,99,3,35,19
400,DRL,0,100,0,37,18
401,DRL,0,100,1,34,23
402,DRL,0,100,2,35,22
403,DRL,0,100,3,36,20
404,DRL,0,101,0,38,19
405,DRL,0,101,1,35,24
406,DRL,0,101,2,36,23
407,DRL,0,101,3,37,21
408,DRL,0,102,0,37,20
409,DRL,0,102,1,36,25
410,DRL,0,102,2,37,24
411,DRL,0,102,3,36,22
412,DRL,0,103,0,36,21
413,DRL,0,103,1,35,26
414,DRL,0,103,2,36,25
415,DRL,0,103,3,35,23
416,DRL,0,104,0,35,22
417,DRL,0,104,1,34,27
418,DRL,0,104,2,35,26
419,DRL,0,104,3,34,24
420,DRL,0,105,0,34,23
421,DRL,0,105,1,33,28
422,DRL,0,105,2,34,27
423,DRL,0,105,3,33,25
424,DRL,0,106,0,33,24
425,DRL,0,106,1,32,29
426,DRL,0,106,2,33,26
427,DRL,0,106,3,32,26
428,DRL,0,107,0,32,24
429,DRL,0,107,1,31,28
430,DRL,0,107,2,32,25
431,DRL,0,107,3,31,25
432,DRL,0,108,0,31,23
433,DRL,0,108,1,30,27
434,DRL,0,108,2,31,26
435,DRL,0,108,3,30,26
436,DRL,0,109,0,30,23
437,DRL,0,109,1,29,26
438,DRL,0,109,2,30,25
439,DRL,0,109,3,29,25
440,DRL,0,110,0,29,22
441,DRL,0,110,1,28,25
442,DRL,0,110,2,29,24
443,DRL,0,110,3,28,24
444,DRL,0,111,0,28,21
445,DRL,0,111,1,27,24
446,DRL,0,111,2,28,23
447,DRL,0,111,3,27,23
448,DRL,0,112,0,27,20
449,DRL,0,112,1,26,25
450,DRL,0,112,2,27,22
451,DRL,0,112,3,26,24
452,DRL,0,113,0,26,20
453,DRL,0,113,1,25,24
454,DRL,0,113,2,26,21
455,DRL,0,113,3,25,23
456,DRL,0,114,0,25,19
457,DRL,0,114,1,24,23
458,DRL,0,114,2,25,20
459,DRL,0,114,3,24,22
460,DRL,0,115,0,24,18
461,DRL,0,115,1,23,22
462,DRL,0,115,2,24,19
463,DRL,0,115,3,23,21
464,DRL,0,116,0,23,17
465,DRL,0,116,1,22,21
466,DRL,0,116,2,23,18
467,DRL,0,116,3,22,20
468,DRL,0,117,0,22,16
469,DRL,0,117,1,21,20
470,DRL,0,117,2,22,17
471,DRL,0,117,3,21,19
472,DRL,0,118,0,21,15
473,DRL,0,118,1,20,19
474,DRL,0,118,2,21,16
475,DRL,0,118,3,20,18
476,DRL,0,119,0,20,15
477,DRL,0,119,1,19,19
478,DRL,0,119,2,20,16
479,DRL,0,119,3,19,18
480,DRL,0,120,0,19,14
481,DRL,0,120,1,18,19
482,DRL,0,120,2,19,16
483,DRL,0,120,3,18,17
484,DRL,0,121,0,18,13
485,DRL,0,121,1,17,20
486,DRL,0,121,2,18,15
487,DRL,0,121,3,17,17
488,DRL,0,122,0,17,12
489,DRL,0,122,1,16,19
490,DRL,0,122,2,17,14
491,DRL,0,122,3,16,16
492,DRL,0,123,0,18,11
493,DRL,0,123,1,15,18
494,DRL,0,123,2,18,13
495,DRL,0,123,3,15,15
496,DRL,0,124,0,19,10
497,DRL,0,124,1,16,17
498,DRL,0,124,2,19,12
499,DRL,0,124,3,16,14
500,DRL,0,125,0,20,9
501,DRL,0,125,1,17,16
502,DRL,0,125,2,20,11
503,DRL,0,125,3,17,13
504,DRL,0,126,0,21,8
505,DRL,0,126,1,18,15
506,DRL,0,126,2,21,10
507,DRL,0,126,3,18,12
508,DRL,0,127,0,22,7
509,DRL,0,127,1,19,14
510,DRL,0,127,2,22,9
511,DRL,0,127,3,19,11
512,DRL,0,128,0,23,6
513,DRL,0,128,1,20,13
514,DRL,0,128,2,23,8
515,DRL,0,128,3,20,10
516,DRL,0,129,0,24,6
517,DRL,0,129,1,21,12
518,DRL,0,129,2,24,8
519,DRL,0,129,3,21,9
520,DRL,0,130,0,25,5
521,DRL,0,130,1,22,11
522,DRL,0,130,2,25,8
523,DRL,0,130,3,22,8
524,DRL,0,131,0,26,6
525,DRL,0,131,1,23,11
526,DRL,0,131,2,26,8
527,DRL,0,131,3,23,8
528,DRL,0,132,0,27,7
529,DRL,0,132,1,24,11
530,DRL,0,132,2,27,9
531,DRL,0,132,3,24,9
532,DRL,0,133,0,28,8
533,DRL,0,133,1,25,12
534,DRL,0,133,2,28,10
535,DRL,0,133,3,25,10
536,DRL,0,134,0,29,9
537,DRL,0,134,1,26,13
538,DRL,0,134,2,29,11
539,DRL,0,134,3,26,11
540,DRL,0,135,0,30,10
541,DRL,0,135,1,27,14
542,DRL,0,135,2,30,12
543,DRL,0,135,3,27,12
544,DRL,0,136,0,31,11
545,DRL,0,136,1,28,15
546,DRL,0,136,2,31,13
547,DRL,0,136,3,28,13
548,DRL,0,137,0,32,12
549,DRL,0,137,1,29,16
550,DRL,0,137,2,32,14
551,DRL,0,137,3,29,14
552,DRL,0,138,0,33,13
553,DRL,0,138,1,30,17
554,DRL,0,138,2,33,15
555,DRL,0,138,3,30,15
556,DRL,0,139,0,34,14
557,DRL,0,139,1,31,18
558,DRL,0,139,2,34,16
559,DRL,0,139,3,31,16
560,DRL,0,140,0,35,15
561,DRL,0,140,1,32,19
562,DRL,0,140,2,35,17
563,DRL,0,140,3,32,17
564,DRL,0,141,0,36,16
565,DRL,0,141,1,33,20
566,DRL,0,141,2,36,18
567,DRL,0,141,3,33,18
568,DRL,0,142,0,37,17
569,DRL,0,142,1,34,21
570,DRL,0,142,2,37,19
571,DRL,0,142,3,34,19
572,DRL,0,143,0,38,18
573,DRL,0,143,1,35,22
574,DRL,0,143,2,38,20
575,DRL,0,143,3,35,20
576,DRL,0,144,0,38,19
577,DRL,0,144,1,36,23
578,DRL,0,144,2,39,21
579,DRL,0,144,3,35,21
580,DRL,0,145,0,37,20
581,DRL,0,145,1,37,24
582,DRL,0,145,2,39,22
583,DRL,0,145,3,34,22
584,DRL,0,146,0,36,21
585,DRL,0,146,1,37,25
586,DRL,0,146,2,38,23
587,DRL,0,146,3,33,23
588,DRL,0,147,0,35,22
589,DRL,0,147,1,37,26
590,DRL,0,147,2,37,24
591,DRL,0,147,3,33,24
592,DRL,0,148,0,34,23
593,DRL,0,148,1,36,27
594,DRL,0,148,2,36,25
595,DRL,0,148,3,33,25
596,DRL,0,149,0,33,24
597,DRL,0,149,1,36,28
598,DRL,0,149,2,35,26
599,DRL,0,149,3,32,26
600,DRL,0,150,0,32,25
601,DRL,0,150,1,35,29
602,DRL,0,150,2,34,27
603,DRL,0,150,3,31,27
604,DRL,1,0,0,24,21
605,DRL,1,0,1,28,24
606,DRL,1,0,2,27,19
607,DRL,1,0,3,24,24
608,DRL,1,1,0,24,22
609,DRL,1,1,1,28,25
610,DRL,1,1,2,27,20
611,DRL,1,1,3,24,25
612,DRL,1,2,0,24,23
613,DRL,1,2,1,29,25
614,DRL,1,2,2,28,21
615,DRL,1,2,3,25,26
616,DRL,1,3,0,25,22
617,DRL,1,3,1,30,24
618,DRL,1,3,2,29,20
619,DRL,1,3,3,26,25
620,DRL,1,4,0,26,21
621,DRL,1,4,1,30,23
622,DRL,1,4,2,29,19
623,DRL,1,4,3,26,24
624,DRL,1,5,0,26,20
625,DRL,1,5,1,31,22
626,DRL,1,5,2,29,18
627,DRL,1,5,3,26,23
628,DRL,1,6,0,26,19
629,DRL,1,6,1,31,21
630,DRL,1,6,2,29,17
631,DRL,1,6,3,27,22
632,DRL,1,7,0,26,18
633,DRL,1,7,1,31,20
634,DRL,1,7,2,29,16
635,DRL,1,7,3,28,21
636,DRL,1,8,0,26,17
637,DRL,1,8,1,31,19
638,DRL,1,8,2,29,15
639,DRL,1,8,3,29,20
640,DRL,1,9,0,26,16
641,DRL,1,9,1,31,18
642,DRL,1,9,2,29,14
643,DRL,1,9,3,30,19
644,DRL,1,10,0,27,15
645,DRL,1,10,1,31,17
646,DRL,1,10,2,30,13
647,DRL,1,10,3,31,18
648,DRL,1,11,0,28,14
649,DRL,1,11,1,32,16
650,DRL,1,11,2,31,13
651,DRL,1,11,3,32,17
652,DRL,1,12,0,29,14
653,DRL,1,12,1,33,16
654,DRL,1,12,2,32,12
655,DRL,1,12,3,33,17
656,DRL,1,13,0,30,14
657,DRL,1,13,1,34,16
658,DRL,1,13,2,33,12
659,DRL,1,13,3,33,18
660,DRL,1,14,0,31,14
661,DRL,1,14,1,35,16
662,DRL,1,14,2,33,13
663,DRL,1,14,3,33,19
664,DRL,1,15,0,32,15
665,DRL,1,15,1,36,17
666,DRL,1,15,2,34,12
667,DRL,1,15,3,34,19
668,DRL,1,16,0,33,16
669,DRL,1,16,1,37,18
670,DRL,1,16,2,35,13
671,DRL,1,16,3,34,20
672,DRL,1,17,0,33,17
673,DRL,1,17,1,37,19
674,DRL,1,17,2,35,14
675,DRL,1,17,3,35,21
676,DRL,1,18,0,32,18
677,DRL,1,18,1,36,20
678,DRL,1,18,2,36,15
679,DRL,1,18,3,35,22
680,DRL,1,19,0,31,19
681,DRL,1,19,1,35,21
682,DRL,1,19,2,36,16
683,DRL,1,19,3,34,23
684,DRL,1,20,0,30,20
685,DRL,1,20,1,34,22
686,DRL,1,20,2,35,17
687,DRL,1,20,3,33,24
688,DRL,1,21,0,29,19
689,DRL,1,21,1,33,21
690,DRL,1,21,2,34,18
691,DRL,1,21,3,32,24
692,DRL,1,22,0,28,18
693,DRL,1,22,1,32,21
694,DRL,1,22,2,33,18
695,DRL,1,22,3,31,23
696,DRL,1,23,0,27,17
697,DRL,1,23,1,31,20
698,DRL,1,23,2,32,17
699,DRL,1,23,3,30,22
700,DRL,1,24,0,26,16
701,DRL,1,24,1,30,19
702,DRL,1,24,2,31,16
703,DRL,1,24,3,29,21
704,DRL,1,25,0,25,15
705,DRL,1,25,1,29,18
706,DRL,1,25,2,30,15
707,DRL,1,25,3,28,20
708,DRL,1,26,0,25,14
709,DRL,1,26,1,29,17
710,DRL,1,26,2,29,14
711,DRL,1,26,3,27,19
712,DRL,1,27,0,26,13
713,DRL,1,27,1,29,16
714,DRL,1,27,2,29,13
715,DRL,1,27,3,26,18
716,DRL,1,28,0,26,12
