,Algorithm,Run,Step,vehicle,x,y
614,DRL,0,153,2,8,20
615,DRL,0,153,3,36,25
616,DRL,0,154,0,26,8
617,DRL,0,154,1,30,16
618,DRL,0,154,2,9,19
619,DRL,0,154,3,37,25
620,DRL,0,155,0,26,7
621,DRL,0,155,1,29,16
622,DRL,0,155,2,9,18
623,DRL,0,155,3,38,25
624,DRL,0,156,0,26,6
625,DRL,0,156,1,28,16
626,DRL,0,156,2,9,17
627,DRL,0,156,3,38,24
628,DRL,0,157,0,26,5
629,DRL,0,157,1,27,16
630,DRL,0,157,2,9,16
631,DRL,0,157,3,38,23
632,DRL,0,158,0,25,5
633,DRL,0,158,1,26,16
634,DRL,0,158,2,10,15
635,DRL,0,158,3,39,24
636,DRL,0,159,0,24,5
637,DRL,0,159,1,25,16
638,DRL,0,159,2,10,14
639,DRL,0,159,3,40,24
640,DRL,0,160,0,24,4
641,DRL,0,160,1,25,15
642,DRL,0,160,2,11,13
643,DRL,0,160,3,40,23
644,DRL,0,161,0,24,3
645,DRL,0,161,1,25,14
646,DRL,0,161,2,12,13
647,DRL,0,161,3,40,22
648,DRL,0,162,0,23,3
649,DRL,0,162,1,24,14
650,DRL,0,162,2,13,13
651,DRL,0,162,3,40,21
652,DRL,0,163,0,22,3
653,DRL,0,163,1,24,13
654,DRL,0,163,2,14,12
655,DRL,0,163,3,40,20
656,DRL,0,164,0,21,4
657,DRL,0,164,1,23,13
658,DRL,0,164,2,15,11
659,DRL,0,164,3,40,19
660,DRL,0,165,0,21,5
661,DRL,0,165,1,22,13
662,DRL,0,165,2,16,11
663,DRL,0,165,3,40,18
664,DRL,0,166,0,21,6
665,DRL,0,166,1,21,14
666,DRL,0,166,2,17,12
667,DRL,0,166,3,40,17
668,DRL,0,167,0,20,7
669,DRL,0,167,1,21,15
670,DRL,0,167,2,18,13
671,DRL,0,167,3,40,16
672,DRL,0,168,0,19,8
673,DRL,0,168,1,21,16
674,DRL,0,168,2,18,14
675,DRL,0,168,3,39,17
676,DRL,0,169,0,18,9
677,DRL,0,169,1,21,17
678,DRL,0,169,2,18,15
679,DRL,0,169,3,38,18
680,DRL,0,170,0,17,10
681,DRL,0,170,1,22,18
682,DRL,0,170,2,18,16
683,DRL,0,170,3,37,19
684,DRL,0,171,0,18,11
685,DRL,0,171,1,23,19
686,DRL,0,171,2,18,17
687,DRL,0,171,3,36,20
688,DRL,0,172,0,19,11
689,DRL,0,172,1,24,20
690,DRL,0,172,2,18,18
691,DRL,0,172,3,35,21
692,DRL,0,173,0,20,11
693,DRL,0,173,1,25,21
694,DRL,0,173,2,18,19
695,DRL,0,173,3,34,21
696,DRL,0,174,0,21,11
697,DRL,0,174,1,26,22
698,DRL,0,174,2,19,20
699,DRL,0,174,3,33,21
700,DRL,0,175,0,22,11
701,DRL,0,175,1,26,23
702,DRL,0,175,2,19,19
703,DRL,0,175,3,33,20
704,DRL,1,0,0,24,21
705,DRL,1,0,1,28,24
706,DRL,1,0,2,27,19
707,DRL,1,0,3,24,24
708,DRL,1,1,0,24,20
709,DRL,1,1,1,29,23
710,DRL,1,1,2,27,18
711,DRL,1,1,3,25,23
712,DRL,1,2,0,24,19
713,DRL,1,2,1,30,22
714,DRL,1,2,2,28,17
715,DRL,1,2,3,26,22
716,DRL,1,3,0,24,18
717,DRL,1,3,1,31,21
718,DRL,1,3,2,29,17
719,DRL,1,3,3,27,21
720,DRL,1,4,0,23,18
721,DRL,1,4,1,32,20
722,DRL,1,4,2,30,17
723,DRL,1,4,3,28,20
724,DRL,1,5,0,23,17
725,DRL,1,5,1,33,21
726,DRL,1,5,2,31,16
727,DRL,1,5,3,29,20
