Wall time,Step,Value
1656068246.4925025,20,-1.094069480895996
1656068278.978107,109,27.361623764038086
1656068308.0612411,174,10.774436950683594
1656068350.4527276,246,36.97222900390625
1656068358.0945158,261,12.847685813903809
1656068431.9511743,404,22.360170364379883
1656068450.6644723,439,20.417722702026367
1656068465.9301262,467,23.457115173339844
1656068495.6368258,512,16.9981689453125
1656068512.421125,535,8.86609935760498
1656068515.8092368,540,4.021049499511719
1656068528.3869593,558,10.014437675476074
1656068554.1207004,598,9.978307723999023
1656068583.427802,660,-2.847294807434082
1656068630.6720867,766,-1.5358152389526367
1656068646.819299,806,12.674379348754883
1656068672.0219176,868,4.703273296356201
1656068681.0182183,888,1.481703519821167
1656068738.653016,1017,26.249462127685547
1656068742.1265135,1028,13.661378860473633
1656068746.7643943,1039,13.24904727935791
1656068785.3623974,1127,26.556846618652344
1656068788.428445,1134,18.004573822021484
1656068805.252063,1166,23.024391174316406
1656068812.4532034,1178,-2.4118685722351074
1656068816.4529548,1186,12.730216026306152
1656068852.0494444,1254,22.01001739501953
1656068852.8180249,1256,15.781065940856934
1656068861.3059783,1273,16.497777938842773
1656068910.0018423,1378,-1.6772944927215576
1656068927.9611318,1419,4.9207563400268555
1656068944.8752203,1460,13.374095916748047
1656068964.3879526,1496,-2.6674845218658447
1656068974.167462,1512,26.149118423461914
1656068975.114361,1515,3.3981199264526367
1656068993.7980254,1550,11.842947959899902
1656069002.1508527,1567,19.207130432128906
1656069057.3537788,1672,30.31604766845703
1656069191.252057,1942,28.79856300354004
1656069203.176176,1962,27.508020401000977
1656069203.935462,1963,31.050216674804688
1656069393.042726,2361,15.020524978637695
1656069444.6074393,2438,21.15219497680664
1656069448.8343809,2443,24.507184982299805
1656069467.1820052,2464,36.24774932861328
1656069470.1410463,2467,18.967201232910156
1656069497.7256684,2505,14.690698623657227
1656069549.6979108,2579,47.29423141479492
1656069575.3130903,2601,15.039726257324219
1656069611.988123,2637,33.2861213684082
1656069617.347675,2645,30.146934509277344
1656069665.5480256,2686,84.1094970703125
1656069678.6786888,2695,62.97248840332031
1656069699.4934876,2710,29.875125885009766
1656069712.9637985,2719,9.495268821716309
1656069769.0664833,2770,44.17388916015625
1656069793.3520076,2787,22.731246948242188
1656069881.8359966,2846,69.20022583007812
1656069904.3526325,2863,98.85034942626953
1656070045.351912,2975,32.421592712402344
1656070209.5477939,3085,3.561722993850708
1656070238.2632723,3106,106.94416046142578
1656070239.9486723,3107,103.11200714111328
1656070302.296123,3147,38.97150802612305
1656070387.449703,3201,127.91957092285156
1656070417.4977386,3219,117.82463073730469
1656070454.6866214,3243,32.914710998535156
1656070494.1294932,3267,155.5758056640625
1656070498.0847971,3270,9.32536792755127
1656070639.569394,3358,97.76375579833984
1656070715.3190603,3406,31.78123664855957
1656070838.1806712,3485,95.76226806640625
1656070865.34557,3502,90.35542297363281
1656070908.9231546,3528,69.37896728515625
1656070975.6832638,3568,55.1877555847168
1656071031.5087862,3602,96.15609741210938
1656071055.9137952,3618,77.1446533203125
1656071119.4836624,3656,62.79698944091797
1656071130.181888,3663,123.69790649414062
1656071141.8163993,3670,99.56025695800781
1656071145.939713,3673,71.4153823852539
1656071211.494752,3714,57.39154815673828
1656071326.4083393,3784,49.46517562866211
1656071433.91021,3850,73.7681655883789
1656071543.1542144,3917,43.68299865722656
1656071568.282968,3935,63.80268478393555
1656071637.881874,3977,79.73255920410156
1656071696.760214,4014,94.8853759765625
1656071716.0213304,4025,168.96971130371094
1656071850.5862272,4111,94.33995056152344
1656071871.4116602,4123,93.19495391845703
1656071961.8553185,4183,62.73466491699219
1656071979.2815776,4194,74.14160919189453
1656072041.8551464,4229,51.57193374633789
1656072203.1300313,4320,119.63720703125
1656072220.9243062,4330,111.37069702148438
1656072437.8689766,4456,101.78353118896484
1656072585.6478732,4541,93.92851257324219
1656072626.4831388,4566,81.7679672241211
1656072769.5450704,4651,104.97132873535156
1656072838.8969555,4692,98.95752716064453
1656073081.3557565,4834,96.37726593017578
1656073088.3656166,4838,70.4196548461914
1656073169.229512,4884,113.63893127441406
1656073217.2384145,4912,132.45054626464844
1656073506.1177354,5081,57.199607849121094
1656073522.004002,5090,81.203125
1656073525.4153402,5092,95.06383514404297
1656073598.8014646,5134,93.84984588623047
1656073606.963329,5138,99.46514892578125
1656073639.7388754,5157,126.37115478515625
1656073694.5877097,5189,118.77393341064453
1656073716.4629395,5202,93.33676147460938
1656073757.685908,5227,78.91790008544922
1656073820.5240624,5264,151.3009490966797
1656073872.0818691,5297,84.2819595336914
1656073913.435789,5321,106.77055358886719
1656073988.4255502,5364,115.07231903076172
1656074060.3027678,5405,144.63169860839844
1656074149.2531025,5456,112.54169464111328
1656074519.161279,5669,59.82016372680664
1656074678.457131,5760,72.97925567626953
1656074807.6335318,5834,99.61298370361328
1656074867.4218585,5868,72.09777069091797
1656074890.7917633,5881,66.03216552734375
1656075025.4293401,5958,64.78775787353516
1656075070.151517,5983,106.03742980957031
1656075098.7433321,5999,83.0047607421875
1656075196.435396,6055,95.887939453125
1656075295.7514968,6113,140.30368041992188
1656075342.2219963,6140,92.53568267822266
1656075347.1674242,6144,36.27299880981445
1656075487.9010937,6227,82.03062438964844
1656075519.8797426,6245,158.35479736328125
1656075582.699496,6281,99.98574829101562
1656075674.3117983,6334,84.34120178222656
1656075677.8444617,6336,77.49158477783203
1656075719.981727,6360,135.44374084472656
1656075721.764433,6361,117.78426361083984
1656075730.6327465,6366,69.15156555175781
1656075739.44733,6371,82.79055786132812
1656076052.3776212,6553,97.17517852783203
1656076074.6172874,6566,95.61930084228516
1656076083.5061407,6571,102.21317291259766
1656076111.9599147,6587,103.99365997314453
1656076120.5954034,6592,60.601402282714844
1656076136.6187618,6601,88.35482788085938
1656076165.0495067,6617,91.13176727294922
1656076368.5765665,6732,89.6216049194336
1656076403.0435767,6752,70.38750457763672
1656076495.684835,6804,104.75102233886719
1656076567.0021186,6844,39.62058639526367
1656076581.4195762,6852,112.75819396972656
1656076698.3980026,6918,132.23179626464844
1656076703.7629895,6921,75.08334350585938
1656076829.3229938,6993,64.51297760009766
1656076838.2717893,6998,113.61254119873047
1656076840.756432,7000,40.483375549316406
1656076940.4074655,7056,131.1051483154297
1656077051.5314217,7119,65.63496398925781
1656077129.6293886,7166,146.03683471679688
1656077201.6748862,7209,137.68321228027344
1656077280.6328323,7255,139.31546020507812
1656077318.1753845,7276,101.2209243774414
1656077379.4451253,7310,87.92771911621094
1656077458.2626681,7355,119.98038482666016
1656077605.0347793,7438,34.71158981323242
1656077655.223848,7466,67.62344360351562
1656077662.4196148,7470,166.7744903564453
1656077665.9916375,7472,96.16883850097656
1656077727.2570095,7508,79.9730224609375
1656077791.3568876,7545,110.80083465576172
1656077880.2294495,7595,80.67200469970703
1656077898.8886132,7606,102.7370834350586
1656077969.0143604,7646,117.24787902832031
1656078118.2130978,7729,109.27998352050781
1656078123.7646275,7732,129.72409057617188
1656078171.3775992,7758,88.53482055664062
1656078241.012152,7796,100.27961730957031
1656078290.1629357,7823,70.94477081298828
1656078352.0612283,7857,41.93254852294922
1656078423.741798,7897,30.276926040649414
1656078585.6524882,7988,25.587356567382812
1656078828.06735,8124,89.34283447265625
1656078865.7645075,8146,12.122210502624512
1656079125.8292742,8293,92.61442565917969
1656079134.4630158,8298,97.83843231201172
1656079277.9716787,8379,72.19424438476562
1656079312.163216,8399,95.56570434570312
1656079578.8307292,8550,137.9221649169922
1656079588.6251569,8556,100.59732055664062
1656079702.038758,8620,93.22116088867188
1656079773.9572513,8661,123.14158630371094
1656079781.0637589,8665,76.44886016845703
1656079834.8944507,8696,101.36772155761719
1656079887.6419747,8726,93.72650909423828
1656079938.4758704,8754,171.1383056640625
1656079982.0679824,8778,150.3554229736328
1656079985.7111924,8780,52.74644470214844
1656080065.6490462,8825,144.9863739013672
1656080083.306277,8835,94.81391906738281
1656080149.4013865,8872,96.77840423583984
1656080162.0311818,8879,121.59529113769531
1656080477.5354958,9060,100.8337631225586
1656080585.9057171,9123,144.3663787841797
1656080640.5097392,9154,90.7931137084961
1656080744.927493,9214,68.37458038330078
1656080816.8169837,9254,49.945068359375
1656080885.0621943,9293,106.90830993652344
1656080908.5340517,9305,79.33870697021484
1656080952.305241,9329,149.8957061767578
1656081009.5833895,9361,146.47036743164062
1656081332.887136,9540,100.2363510131836
1656081348.112263,9549,90.63505554199219
1656081571.810129,9673,167.27012634277344
1656081644.9495554,9714,92.67113494873047
1656081718.967753,9755,96.78971099853516
1656081720.821819,9756,64.97515106201172
1656081753.7298732,9774,118.97393798828125
1656081869.218083,9839,103.03278350830078
1656081893.5584726,9852,100.46969604492188
1656081922.7023463,9869,71.11143493652344
1656081970.077889,9896,132.31861877441406
1656082011.80144,9919,152.66673278808594
1656082064.6617563,9950,46.56916427612305
1656082066.5006099,9951,137.06936645507812
1656082086.1657512,9962,72.87093353271484
1656082109.664309,9975,119.33785247802734
1656082120.428077,9981,119.13188934326172
1656082145.7757802,9995,88.55781555175781
1656082266.1597006,10065,136.60443115234375
1656082314.959845,10092,72.81468963623047
1656082369.2020013,10123,90.72039794921875
1656082398.023329,10140,52.73288345336914
1656082489.0226765,10193,74.61553192138672
1656082518.1002765,10210,54.93567657470703
1656082528.3668826,10217,94.57109069824219
1656082754.873587,10344,58.90882873535156
1656082760.2509055,10347,66.12191009521484
1656082762.082701,10348,114.89948272705078
1656082846.1744492,10397,90.02265930175781
1656082935.1869915,10447,120.24958801269531
1656082946.0836208,10453,101.80764770507812
1656082947.8858836,10454,55.311729431152344
1656082958.823583,10460,84.1597671508789
1656083033.8190312,10503,97.7676773071289
1656083063.481708,10520,84.93872833251953
1656083137.1532881,10563,116.4233169555664
1656083196.5269036,10598,80.07893371582031
1656083279.1127381,10645,84.08907318115234
1656083282.791717,10647,97.12773895263672
1656083395.6872892,10709,136.64027404785156
1656083413.9214518,10719,115.1016616821289
1656083426.6438253,10726,89.7861328125
1656083962.1962583,11025,73.01962280273438
1656083971.3134384,11030,115.73516845703125
1656083984.3936903,11038,36.84466552734375
1656084014.9552937,11056,116.9511489868164
1656084085.7951624,11096,85.37045288085938
1656084128.0099554,11120,33.01979064941406
1656084138.9433424,11126,106.11614990234375
1656084298.320954,11214,85.69214630126953
1656084309.1435385,11220,83.99176788330078
1656084511.4063,11333,75.97771453857422
1656084623.083811,11396,112.89595031738281
1656084649.919697,11411,54.69342041015625
1656084708.6928272,11445,141.38751220703125
1656085004.5996292,11613,109.09449768066406
1656085224.7726731,11738,80.39021301269531
1656085315.4209654,11788,85.8354721069336
1656085372.817271,11821,52.326473236083984
1656085423.7107465,11849,108.0603256225586
1656085460.8883967,11869,74.14824676513672
1656085477.6887658,11878,113.15377807617188
1656085650.999499,11974,106.81358337402344
1656085746.9821906,12029,88.26295471191406
1656085831.8530972,12078,151.18377685546875
1656086011.351322,12177,48.772857666015625
1656086018.7781446,12181,76.43627166748047
1656086120.437824,12237,59.6058464050293
1656086241.5600939,12304,103.35128784179688
1656086265.671151,12318,122.95563507080078
1656086333.232333,12356,73.5906982421875
1656086403.5895765,12396,129.5209197998047
1656086410.8484511,12400,100.89178466796875
1656086414.4520173,12402,90.84754943847656
1656086453.1153345,12423,142.15750122070312
1656086482.7504196,12439,66.10686492919922
1656086552.6578255,12478,103.66256713867188
1656086556.265855,12480,87.0447006225586
1656086559.9158242,12482,71.51020812988281
1656086691.4310784,12556,93.85971069335938
1656086777.0212662,12603,60.531742095947266
1656086957.7389445,12710,41.80500793457031
1656087302.4974635,12903,79.34939575195312
1656087309.238722,12907,82.19783782958984
1656087378.8427835,12946,127.81317138671875
1656087429.770151,12974,118.88526916503906
1656087437.0400343,12978,124.99786376953125
1656087815.0718718,13190,89.43238067626953
1656088019.307379,13306,147.1873016357422
1656088101.673392,13351,42.52341079711914
1656088170.0728621,13390,84.94849395751953
1656088224.3078141,13420,32.81612014770508
1656088289.7730248,13457,130.6461639404297
1656088409.8849595,13524,119.34175109863281
1656088459.6368403,13552,104.32093048095703
1656088474.1573613,13560,63.35319137573242
1656088591.165437,13625,25.387123107910156
1656088626.6546044,13644,106.11051940917969
1656088635.9697256,13649,109.30403900146484
1656088916.7020252,13804,83.78500366210938
1656089000.606104,13851,81.85892486572266
1656089122.5972223,13918,147.8055877685547
1656089221.2662623,13973,67.22272491455078
1656089237.657767,13982,129.8123321533203
1656089284.9714596,14008,78.89885711669922
1656089357.7812223,14048,94.60730743408203
1656089591.9077983,14179,70.18983459472656
1656089612.0553145,14190,80.63258361816406
1656089644.961085,14208,136.34176635742188
1656089736.3905447,14260,82.0322036743164
1656089748.950023,14267,78.50963592529297
1656089911.767036,14356,74.39957427978516
1656089924.7004004,14363,72.61212158203125
1656090005.2157412,14407,58.37791061401367
1656090030.8189402,14421,71.79615020751953
1656090237.5937579,14537,47.666141510009766
1656090315.317873,14579,113.2989501953125
1656090397.5511487,14625,79.81583404541016
1656090438.3404186,14647,85.5148696899414
1656090621.0754554,14747,73.22644805908203
1656090754.7257648,14821,73.06190490722656
1656090812.61145,14853,80.69685363769531
1656090834.5621789,14866,54.543827056884766
1656090841.904949,14870,81.81844329833984
1656090944.7772124,14927,54.1234245300293
1656090972.2198536,14942,92.2967758178711
1656091111.754281,15021,50.624786376953125
1656091193.1810431,15067,66.36196899414062
1656091194.9415839,15068,45.45684814453125
1656091201.3357275,15072,74.57282257080078
1656091271.511049,15112,68.93638610839844
1656091296.6851597,15126,143.78819274902344
1656091320.2872064,15140,70.68356323242188
1656091347.3825798,15155,69.83320617675781
1656091404.0958245,15187,77.45315551757812
1656091428.3865163,15201,93.02030181884766
1656091669.868426,15336,103.95050048828125
1656091719.5288475,15364,47.77756881713867
1656091735.6804388,15373,67.16959381103516
1656091819.551554,15421,53.94502639770508
1656091884.0372684,15458,139.034912109375
1656091893.9536526,15464,85.19071197509766
1656091941.5451279,15492,128.89967346191406
1656092155.9717174,15612,87.3180160522461
1656092203.433899,15640,83.3631591796875
1656092333.35921,15714,90.96598815917969
1656092351.7406669,15724,83.15137481689453
1656092419.2289867,15762,69.74481964111328
1656092478.005863,15795,124.428466796875
1656092525.1968124,15822,87.78617858886719
1656092621.7463171,15875,98.3433837890625
1656092710.6868963,15924,109.34296417236328
1656092907.3148022,16034,87.12049102783203
1656092984.3978229,16078,124.06291198730469
1656093058.508918,16119,65.04438018798828
1656093180.9904404,16187,75.57556915283203
1656093182.818043,16188,122.34100341796875
1656093279.146885,16243,138.4461212158203
1656093406.8449264,16315,88.8685531616211
